mcn4hny00s187_set187086,"['rt60 0.74s', 'distance 38m']"
fkn2jjs00s051_set051015,"['rt60 1.32s', 'distance 46m']"
fcn4ljs02s197_set197094,"['rt60 1.03s', 'distance 34m']"
fss1bjk00s021_set021031,"['rt60 1.63s', 'distance 42m']"
mkn2kgy00s195_set195060,"['rt60 1.17s', 'distance 35m']"
mss2psj01s061_set061013,"['rt60 1.09s', 'distance 43m']"
fkn4lms02s186_set186066,"['rt60 1.58s', 'distance 45m']"
mkw3jsm01s200_set200085,"['rt60 1.17s', 'distance 35m']"
mkn3lsw01s046_set046059,"['rt60 1.57s', 'distance 40m']"
mcn3lhj00s101_set101056,"['rt60 0.54s', 'distance 45m']"
mss4ksb00s098_set098072,"['rt60 0.72s', 'distance 37m']"
fss3khs01s025_set025009,"['rt60 0.91s', 'distance 57m']"
fkw3hhy00s039_set039041,"['rt60 0.88s', 'distance 46m']"
mkw4oys00s119_set119029,"['rt60 1.65s', 'distance 49m']"
fss1bjy00s052_set052017,"['rt60 0.58s', 'distance 47m']"
mkw3lji01s191_set191014,"['rt60 1.68s', 'distance 37m']"
fkn3kky00s137_set137055,"['rt60 0.88s', 'distance 47m']"
fss3yjs00s072_set072037,"['rt60 1.0s', 'distance 36m']"
mjn3skj00s153_set153073,"['rt60 1.36s', 'distance 42m']"
mkn2yjs01s079_set079088,"['rt60 1.54s', 'distance 44m']"
fkb2ahj00s046_set046047,"['rt60 0.81s', 'distance 40m']"
fkb2lsj00s112_set112004,"['rt60 0.69s', 'distance 38m']"
fcn2kkh01s172_set172056,"['rt60 1.36s', 'distance 43m']"
mkn3kyh01s182_set182009,"['rt60 1.45s', 'distance 44m']"
mkn4kbj00s097_set097048,"['rt60 1.29s', 'distance 37m']"
fss2keh01s067_set067003,"['rt60 0.93s', 'distance 37m']"
fkw3lsh00s035_set035022,"['rt60 0.96s', 'distance 35m']"
fjn4jks01s149_set149078,"['rt60 0.65s', 'distance 52m']"
mss4ljw00s039_set039025,"['rt60 0.66s', 'distance 45m']"
mss3kjp00s094_set094099,"['rt60 0.96s', 'distance 43m']"
fss3yjs00s072_set072031,"['rt60 0.51s', 'distance 50m']"
mjn3lji00s100_set100013,"['rt60 1.5s', 'distance 55m']"
mcn3lgh00s150_set150037,"['rt60 1.7s', 'distance 50m']"
mkw3lwc00s091_set091101,"['rt60 1.05s', 'distance 41m']"
fss4lys00s136_set136085,"['rt60 0.69s', 'distance 51m']"
mss4eks00s017_set017010,"['rt60 1.37s', 'distance 44m']"
fss3jmk00s167_set167103,"['rt60 1.54s', 'distance 54m']"
mss2pug00s007_set007012,"['rt60 1.0s', 'distance 38m']"
fcn2les00s079_set079018,"['rt60 1.18s', 'distance 39m']"
mss4hwb00s030_set030020,"['rt60 0.79s', 'distance 39m']"
fss3kmj02s163_set163075,"['rt60 0.89s', 'distance 47m']"
fss2kem02s115_set115073,"['rt60 1.3s', 'distance 33m']"
mss3cgh00s164_set164068,"['rt60 1.04s', 'distance 42m']"
mjn3kbs01s173_set173052,"['rt60 1.72s', 'distance 40m']"
fkb2lsj00s112_set112099,"['rt60 0.9s', 'distance 50m']"
mcn3ksj01s042_set042048,"['rt60 0.86s', 'distance 39m']"
fkw3pes00s185_set185086,"['rt60 1.46s', 'distance 42m']"
fjb4sjo00s145_set145104,"['rt60 1.12s', 'distance 50m']"
mjn5kwg00s155_set155070,"['rt60 0.67s', 'distance 43m']"
mjn4ahs00s145_set145053,"['rt60 1.63s', 'distance 38m']"
fcn3lci00s118_set118006,"['rt60 0.91s', 'distance 46m']"
fcn3sio00s088_set088012,"['rt60 0.96s', 'distance 48m']"
fss4jhk00s148_set148084,"['rt60 1.69s', 'distance 37m']"
fss1kej00s068_set068047,"['rt60 0.76s', 'distance 48m']"
fjb3pka01s147_set147097,"['rt60 1.62s', 'distance 50m']"
mjn1jst00s189_set189044,"['rt60 1.08s', 'distance 42m']"
mkn2mkn00s123_set123093,"['rt60 1.4s', 'distance 34m']"
fcn1khj03s179_set179062,"['rt60 1.49s', 'distance 47m']"
mjn2jss00s068_set068073,"['rt60 1.27s', 'distance 43m']"
mkw2kds00s044_set044032,"['rt60 0.6s', 'distance 50m']"
mcn2lds00s135_set135082,"['rt60 1.18s', 'distance 44m']"
fss2kjs01s037_set037010,"['rt60 0.93s', 'distance 43m']"
mkn3kgh00s111_set111091,"['rt60 0.78s', 'distance 46m']"
fjb2ssh00s102_set102020,"['rt60 0.68s', 'distance 40m']"
fjb2kmj00s044_set044092,"['rt60 1.77s', 'distance 35m']"
mss1hwh00s128_set128007,"['rt60 0.89s', 'distance 38m']"
mkn3jyg00s073_set073041,"['rt60 1.76s', 'distance 46m']"
mjn2scg00s090_set090056,"['rt60 1.03s', 'distance 51m']"
mcn4keg00s188_set188039,"['rt60 1.34s', 'distance 36m']"
mss2ocs00s138_set138062,"['rt60 0.93s', 'distance 49m']"
mkw3jsm01s200_set200025,"['rt60 0.69s', 'distance 42m']"
fss4jse00s114_set114044,"['rt60 1.71s', 'distance 40m']"
fss2chm00s009_set009035,"['rt60 1.16s', 'distance 48m']"
fss3hhy01s070_set070082,"['rt60 0.58s', 'distance 40m']"
fkn4cks00s034_set034051,"['rt60 1.5s', 'distance 46m']"
mkw2kjh01s054_set054038,"['rt60 1.69s', 'distance 51m']"
fss3sjw00s096_set096015,"['rt60 1.3s', 'distance 41m']"
fkn2jsy01s033_set033028,"['rt60 1.37s', 'distance 34m']"
mkn1swj00s078_set078035,"['rt60 1.77s', 'distance 36m']"
mkw2kds00s044_set044023,"['rt60 1.49s', 'distance 37m']"
fcn5msh00s168_set168039,"['rt60 1.18s', 'distance 38m']"
fjb4koh00s075_set075001,"['rt60 1.3s', 'distance 49m']"
mkn2kkm00s004_set004084,"['rt60 1.8s', 'distance 47m']"
mkn2kkm00s004_set004063,"['rt60 1.65s', 'distance 46m']"
fkb2smj00s059_set059070,"['rt60 1.0s', 'distance 41m']"
fcn2kkh01s172_set172011,"['rt60 0.85s', 'distance 37m']"
fss3lkh00s028_set028003,"['rt60 0.73s', 'distance 54m']"
mcn3kss00s144_set144023,"['rt60 0.51s', 'distance 46m']"
mjn2hhs01s016_set016054,"['rt60 1.3s', 'distance 37m']"
fss3sjw00s096_set096002,"['rt60 1.23s', 'distance 55m']"
mss1bsc00s012_set012080,"['rt60 0.83s', 'distance 37m']"
mcn4ybs00s062_set062042,"['rt60 0.71s', 'distance 38m']"
fss2lch01s171_set171051,"['rt60 0.62s', 'distance 37m']"
fkn2kkw00s132_set132027,"['rt60 1.45s', 'distance 45m']"
fss4lys00s136_set136024,"['rt60 1.53s', 'distance 45m']"
mcn3lgh00s150_set150001,"['rt60 0.83s', 'distance 36m']"
fkn3hsh00s156_set156060,"['rt60 1.34s', 'distance 37m']"
mss4eks00s017_set017080,"['rt60 1.04s', 'distance 38m']"
fss2hyl00s058_set058024,"['rt60 0.53s', 'distance 36m']"
mss3kjs05s147_set147018,"['rt60 0.84s', 'distance 45m']"
mjn3lgs00s171_set171071,"['rt60 0.93s', 'distance 49m']"
mkw4hym00s199_set199012,"['rt60 0.52s', 'distance 46m']"
fcn2kjh00s180_set180089,"['rt60 0.89s', 'distance 40m']"
mkn3lsw01s046_set046023,"['rt60 1.43s', 'distance 54m']"
mss1hwh00s128_set128103,"['rt60 1.45s', 'distance 47m']"
fjn4cos00s011_set011047,"['rt60 1.16s', 'distance 37m']"
fjn2pkr00s050_set050030,"['rt60 0.58s', 'distance 60m']"
fkw2lch00s047_set047091,"['rt60 1.76s', 'distance 35m']"
fss3khj01s086_set086103,"['rt60 1.46s', 'distance 42m']"
mcn2jih00s186_set186094,"['rt60 1.49s', 'distance 43m']"
fcn1khj03s179_set179034,"['rt60 1.72s', 'distance 44m']"
fss4hcs00s071_set071062,"['rt60 1.79s', 'distance 42m']"
fjb4jho00s091_set091098,"['rt60 1.61s', 'distance 45m']"
mcn3kss00s144_set144048,"['rt60 1.04s', 'distance 50m']"
mcn2ojp00s049_set049027,"['rt60 1.35s', 'distance 43m']"
fkw3lsh00s035_set035002,"['rt60 0.92s', 'distance 45m']"
mcn3rhm00s151_set151016,"['rt60 1.29s', 'distance 38m']"
mjn2kgj00s083_set083049,"['rt60 0.8s', 'distance 43m']"
mjn3kjg00s092_set092096,"['rt60 0.74s', 'distance 38m']"
fss3hhy01s070_set070067,"['rt60 0.88s', 'distance 41m']"
fjb3lbh01s076_set076053,"['rt60 1.44s', 'distance 55m']"
mss4eks00s017_set017058,"['rt60 1.63s', 'distance 36m']"
mss2pug00s007_set007010,"['rt60 0.71s', 'distance 45m']"
mkn4pgs00s139_set139083,"['rt60 0.81s', 'distance 47m']"
mkw2kjh01s054_set054034,"['rt60 1.42s', 'distance 48m']"
mjn3lbj01s152_set152033,"['rt60 1.05s', 'distance 36m']"
fcn2hij00s117_set117036,"['rt60 1.66s', 'distance 47m']"
fss4ysj00s111_set111098,"['rt60 1.7s', 'distance 44m']"
fkw2khj02s122_set122001,"['rt60 1.18s', 'distance 47m']"
fss2kjs00s032_set032015,"['rt60 1.37s', 'distance 48m']"
mss3kyh00s072_set072035,"['rt60 0.53s', 'distance 40m']"
mss1hwh00s128_set128071,"['rt60 1.09s', 'distance 55m']"
fss3khs01s025_set025003,"['rt60 1.58s', 'distance 48m']"
fjn3lbh00s063_set063027,"['rt60 1.6s', 'distance 50m']"
mss3lch03s148_set148056,"['rt60 1.09s', 'distance 37m']"
fcb5ash00s157_set157035,"['rt60 1.02s', 'distance 36m']"
mkn2ljw01s124_set124022,"['rt60 1.62s', 'distance 42m']"
mkw3lji01s191_set191009,"['rt60 0.7s', 'distance 39m']"
fjn2jhj01s152_set152102,"['rt60 1.48s', 'distance 58m']"
mss3kjp00s094_set094079,"['rt60 1.68s', 'distance 36m']"
fss2kmj01s066_set066066,"['rt60 0.94s', 'distance 44m']"
mkw3jes00s058_set058027,"['rt60 1.74s', 'distance 47m']"
mkw3lji01s191_set191094,"['rt60 1.07s', 'distance 49m']"
fcn3jsy00s013_set013073,"['rt60 1.05s', 'distance 49m']"
mjn4hbs00s170_set170070,"['rt60 1.12s', 'distance 52m']"
mjn2jiw00s162_set162067,"['rt60 1.14s', 'distance 52m']"
mss1ahj01s009_set009105,"['rt60 0.8s', 'distance 58m']"
mkn2htw00s134_set134013,"['rt60 0.83s', 'distance 39m']"
mkw1ljh01s177_set177101,"['rt60 0.69s', 'distance 49m']"
fkb4cys00s069_set069043,"['rt60 0.63s', 'distance 44m']"
fcn2pkm00s169_set169048,"['rt60 1.23s', 'distance 52m']"
fss2kjs01s037_set037034,"['rt60 1.69s', 'distance 36m']"
mjn3lji00s100_set100031,"['rt60 1.44s', 'distance 38m']"
mjn3shs00s167_set167066,"['rt60 1.71s', 'distance 37m']"
fss3khs01s025_set025084,"['rt60 1.78s', 'distance 35m']"
mjn3kbs01s173_set173046,"['rt60 1.08s', 'distance 39m']"
mss3kjp00s094_set094057,"['rt60 1.5s', 'distance 53m']"
fss3yhs01s027_set027045,"['rt60 1.23s', 'distance 56m']"
mjn2hhs01s016_set016086,"['rt60 1.06s', 'distance 54m']"
mss2bjh00s001_set001019,"['rt60 0.98s', 'distance 40m']"
mkn1hgc00s084_set084068,"['rt60 1.57s', 'distance 44m']"
mkn3jyj02s183_set183003,"['rt60 1.05s', 'distance 49m']"
mkn3kty00s132_set132022,"['rt60 1.76s', 'distance 38m']"
mss3khs03s136_set136016,"['rt60 1.54s', 'distance 38m']"
mkn3kjh03s161_set161103,"['rt60 1.32s', 'distance 45m']"
fjb3yhs00s012_set012090,"['rt60 0.61s', 'distance 45m']"
mss1ahj01s009_set009045,"['rt60 1.08s', 'distance 40m']"
mjn3pyh01s157_set157060,"['rt60 1.57s', 'distance 56m']"
fss3sjw00s096_set096052,"['rt60 0.74s', 'distance 51m']"
mss3cwl00s088_set088030,"['rt60 0.71s', 'distance 47m']"
mss2lsm00s011_set011030,"['rt60 1.11s', 'distance 37m']"
fcn3hys00s093_set093045,"['rt60 0.58s', 'distance 36m']"
fkb3ksm00s121_set121065,"['rt60 0.81s', 'distance 36m']"
mkn3jyg00s073_set073066,"['rt60 0.92s', 'distance 48m']"
mjn1chs00s198_set198047,"['rt60 0.59s', 'distance 46m']"
mss4ksb00s098_set098094,"['rt60 0.52s', 'distance 37m']"
mcn3jsg00s178_set178043,"['rt60 1.57s', 'distance 36m']"
mkw1ljh01s177_set177084,"['rt60 1.42s', 'distance 37m']"
mcn3lhj00s101_set101090,"['rt60 0.53s', 'distance 42m']"
fcn2pkm00s169_set169007,"['rt60 1.03s', 'distance 46m']"
fss2kem02s115_set115005,"['rt60 0.82s', 'distance 35m']"
mss3kyh00s072_set072096,"['rt60 1.42s', 'distance 37m']"
mkn2kgy00s195_set195100,"['rt60 0.98s', 'distance 48m']"
mss3lch03s148_set148020,"['rt60 1.76s', 'distance 43m']"
mcn4gjh00s194_set194087,"['rt60 0.85s', 'distance 36m']"
fss4jse00s114_set114026,"['rt60 1.63s', 'distance 38m']"
fkb4lks00s077_set077046,"['rt60 0.52s', 'distance 48m']"
fss3yjs00s072_set072091,"['rt60 1.05s', 'distance 38m']"
mkn3kty00s132_set132041,"['rt60 1.11s', 'distance 46m']"
fss3lmr00s006_set006001,"['rt60 1.04s', 'distance 50m']"
fcn4yyo00s181_set181089,"['rt60 0.64s', 'distance 48m']"
fcb3kks00s158_set158001,"['rt60 1.02s', 'distance 41m']"
mjn5kcr00s106_set106035,"['rt60 1.0s', 'distance 38m']"
fss3yhs01s027_set027070,"['rt60 1.37s', 'distance 35m']"
fcn3jsy00s013_set013072,"['rt60 1.45s', 'distance 49m']"
fkn2kkw00s132_set132051,"['rt60 1.72s', 'distance 34m']"
mss1hwh00s128_set128022,"['rt60 0.58s', 'distance 44m']"
fkw3lsh00s035_set035095,"['rt60 1.19s', 'distance 45m']"
fkw2lch00s047_set047090,"['rt60 1.19s', 'distance 40m']"
fss3lkh00s028_set028043,"['rt60 1.27s', 'distance 39m']"
mkn3lsw01s046_set046081,"['rt60 0.87s', 'distance 43m']"
fkn2khh00s020_set020079,"['rt60 0.91s', 'distance 45m']"
mss3lky00s020_set020001,"['rt60 0.73s', 'distance 45m']"
mcn3wjs00s105_set105086,"['rt60 1.65s', 'distance 38m']"
mkn3lgn00s051_set051054,"['rt60 1.33s', 'distance 47m']"
mcn3jsg00s178_set178073,"['rt60 1.49s', 'distance 42m']"
fss1jsk00s092_set092025,"['rt60 0.54s', 'distance 43m']"
fss3hsa00s141_set141050,"['rt60 1.74s', 'distance 38m']"
mkw3jes00s058_set058066,"['rt60 0.5s', 'distance 45m']"
fss3yhs01s027_set027027,"['rt60 1.16s', 'distance 53m']"
fss2kjs00s032_set032099,"['rt60 1.22s', 'distance 46m']"
fjb3pjy00s106_set106064,"['rt60 0.68s', 'distance 52m']"
fss2ljk00s024_set024016,"['rt60 0.57s', 'distance 45m']"
mss3jhs00s093_set093051,"['rt60 1.46s', 'distance 34m']"
mkw3lbc00s023_set023064,"['rt60 1.37s', 'distance 37m']"
mss3kyk00s140_set140066,"['rt60 1.78s', 'distance 34m']"
mjn3pyh01s157_set157057,"['rt60 1.06s', 'distance 41m']"
mss4eks00s017_set017022,"['rt60 1.47s', 'distance 53m']"
mcn2ojp00s049_set049051,"['rt60 0.63s', 'distance 42m']"
mss2msi00s122_set122056,"['rt60 0.97s', 'distance 49m']"
mjn4kbh00s108_set108053,"['rt60 0.85s', 'distance 34m']"
mkw4cws00s112_set112043,"['rt60 1.2s', 'distance 37m']"
mss4lsw00s045_set045067,"['rt60 0.69s', 'distance 36m']"
mkn1hgc00s084_set084034,"['rt60 1.24s', 'distance 41m']"
fcn3sio00s088_set088022,"['rt60 1.78s', 'distance 39m']"
mjn3jhg00s059_set059068,"['rt60 1.15s', 'distance 53m']"
fss4ksh00s010_set010079,"['rt60 0.91s', 'distance 49m']"
fjb4koh00s075_set075009,"['rt60 0.55s', 'distance 39m']"
mcn2jjs01s085_set085099,"['rt60 1.17s', 'distance 52m']"
fkn3hmh00s144_set144001,"['rt60 0.53s', 'distance 38m']"
mcn4pcg00s109_set109007,"['rt60 1.7s', 'distance 47m']"
fcn3hhs00s089_set089060,"['rt60 1.78s', 'distance 47m']"
mjn2jiw00s162_set162072,"['rt60 1.08s', 'distance 43m']"
fkw4kem00s005_set005043,"['rt60 0.75s', 'distance 50m']"
mkn3lgn00s051_set051027,"['rt60 0.82s', 'distance 45m']"
mjn4ahs00s145_set145066,"['rt60 1.7s', 'distance 41m']"
fcn5msh00s168_set168046,"['rt60 1.39s', 'distance 35m']"
fjn3jmj00s107_set107057,"['rt60 1.1s', 'distance 40m']"
mcn3jkh02s120_set120005,"['rt60 1.06s', 'distance 46m']"
mcn3lhj00s101_set101038,"['rt60 0.54s', 'distance 55m']"
fkw2phs00s043_set043014,"['rt60 0.67s', 'distance 42m']"
mkn3ejs00s095_set095090,"['rt60 1.73s', 'distance 38m']"
mkn3kgh00s111_set111013,"['rt60 1.37s', 'distance 47m']"
fcn3lje00s159_set159076,"['rt60 0.72s', 'distance 41m']"
fjn2jms00s150_set150056,"['rt60 1.63s', 'distance 48m']"
fkn3les01s151_set151016,"['rt60 1.39s', 'distance 43m']"
fkb4lhh00s140_set140017,"['rt60 1.08s', 'distance 38m']"
mcn2jih00s186_set186012,"['rt60 0.94s', 'distance 44m']"
mss4hcy00s021_set021051,"['rt60 1.07s', 'distance 42m']"
fss2kmj01s066_set066102,"['rt60 0.77s', 'distance 38m']"
mss4lhs01s168_set168051,"['rt60 0.89s', 'distance 48m']"
fjn3psy00s133_set133012,"['rt60 1.63s', 'distance 52m']"
mkn3kgh00s111_set111075,"['rt60 1.2s', 'distance 40m']"
fkb4lks00s077_set077070,"['rt60 0.52s', 'distance 46m']"
fcb2yjh00s187_set187019,"['rt60 0.58s', 'distance 49m']"
mjn2jss00s068_set068062,"['rt60 0.93s', 'distance 55m']"
fss2kwi00s026_set026099,"['rt60 1.0s', 'distance 39m']"
fcn3ljs00s081_set081026,"['rt60 1.07s', 'distance 50m']"
mkn2ksh06s154_set154046,"['rt60 1.53s', 'distance 50m']"
mkw1shg00s184_set184056,"['rt60 1.16s', 'distance 41m']"
mcn4keg00s188_set188016,"['rt60 1.32s', 'distance 41m']"
fjb4sye00s080_set080089,"['rt60 1.72s', 'distance 43m']"
fjn4jks01s149_set149018,"['rt60 1.41s', 'distance 46m']"
mjn3ksh04s052_set052102,"['rt60 1.39s', 'distance 45m']"
fkn3kse00s041_set041091,"['rt60 1.27s', 'distance 40m']"
mkn2ase00s096_set096057,"['rt60 1.24s', 'distance 33m']"
fjb3kjs02s062_set062011,"['rt60 1.13s', 'distance 40m']"
mss2hhg00s081_set081059,"['rt60 1.08s', 'distance 42m']"
fcn4ljs02s197_set197050,"['rt60 0.78s', 'distance 41m']"
mcn1hsy00s192_set192045,"['rt60 1.56s', 'distance 41m']"
fkn2hsj00s087_set087022,"['rt60 1.54s', 'distance 46m']"
fss2lch01s171_set171083,"['rt60 0.76s', 'distance 36m']"
mcn2ojs00s176_set176100,"['rt60 0.56s', 'distance 36m']"
fjn1ajh00s174_set174076,"['rt60 0.7s', 'distance 39m']"
fkn3bra00s098_set098062,"['rt60 1.52s', 'distance 45m']"
fkn4cks00s034_set034079,"['rt60 1.6s', 'distance 34m']"
fss3kmj02s163_set163068,"['rt60 0.85s', 'distance 42m']"
fjb4sjo00s145_set145056,"['rt60 1.79s', 'distance 54m']"
mkw4cws00s112_set112103,"['rt60 1.53s', 'distance 36m']"
fcn2lhs00s176_set176041,"['rt60 1.48s', 'distance 42m']"
fcb1jkh00s200_set200059,"['rt60 1.52s', 'distance 52m']"
fjb4jho00s091_set091046,"['rt60 1.05s', 'distance 34m']"
mjn3lgs00s171_set171038,"['rt60 1.52s', 'distance 55m']"
mkw3lbc00s023_set023079,"['rt60 1.35s', 'distance 50m']"
fcn1sjr00s192_set192008,"['rt60 0.85s', 'distance 34m']"
fcn4jbs00s042_set042055,"['rt60 1.21s', 'distance 40m']"
mss1lch02s008_set008054,"['rt60 0.96s', 'distance 46m']"
fjb2ljh00s053_set053043,"['rt60 1.58s', 'distance 59m']"
fjn4csh00s164_set164103,"['rt60 1.42s', 'distance 43m']"
fkn2jsy01s033_set033105,"['rt60 1.3s', 'distance 36m']"
fss2kkh00s055_set055102,"['rt60 0.99s', 'distance 44m']"
mkn2ase00s096_set096096,"['rt60 0.66s', 'distance 43m']"
mss2ksh03s003_set003104,"['rt60 1.24s', 'distance 38m']"
fss2lsy00s146_set146044,"['rt60 1.03s', 'distance 52m']"
mss3kyk00s140_set140061,"['rt60 0.98s', 'distance 34m']"
fss3khs00s003_set003027,"['rt60 1.45s', 'distance 36m']"
mcn1hsy00s192_set192100,"['rt60 0.86s', 'distance 55m']"
fjb4sjo00s145_set145028,"['rt60 0.53s', 'distance 36m']"
mkn3kog00s032_set032061,"['rt60 0.55s', 'distance 39m']"
fss1bjy00s052_set052008,"['rt60 1.46s', 'distance 38m']"
fkw3lsh00s035_set035072,"['rt60 1.24s', 'distance 39m']"
mss3ktj00s025_set025009,"['rt60 0.98s', 'distance 42m']"
mkw2agh00s076_set076086,"['rt60 1.58s', 'distance 49m']"
fkn1syl00s178_set178019,"['rt60 1.33s', 'distance 39m']"
fss3yje00s001_set001009,"['rt60 0.68s', 'distance 44m']"
mkw4cws00s112_set112061,"['rt60 1.7s', 'distance 47m']"
fkn3lms01s113_set113070,"['rt60 0.68s', 'distance 51m']"
fkn3lni00s182_set182004,"['rt60 1.36s', 'distance 52m']"
mss4kyc00s041_set041064,"['rt60 1.19s', 'distance 42m']"
mss3hsw00s074_set074075,"['rt60 1.78s', 'distance 41m']"
fjb2psj00s064_set064065,"['rt60 0.77s', 'distance 38m']"
fjb1sjh00s103_set103068,"['rt60 0.73s', 'distance 38m']"
mss2kdh00s125_set125005,"['rt60 1.05s', 'distance 46m']"
fkn3lms01s113_set113082,"['rt60 0.8s', 'distance 43m']"
mcn3pjg00s038_set038098,"['rt60 0.6s', 'distance 38m']"
mjn3skj00s153_set153056,"['rt60 1.49s', 'distance 37m']"
fjb4koh00s075_set075058,"['rt60 1.17s', 'distance 41m']"
fjn3ksa00s049_set049001,"['rt60 0.87s', 'distance 48m']"
mss3kjs05s147_set147004,"['rt60 0.6s', 'distance 48m']"
mcn1hsy00s192_set192007,"['rt60 1.01s', 'distance 34m']"
fss3yje00s001_set001052,"['rt60 0.9s', 'distance 39m']"
fss1jys00s022_set022038,"['rt60 1.24s', 'distance 52m']"
mkw2jch00s005_set005007,"['rt60 1.26s', 'distance 44m']"
fcn3khs02s138_set138061,"['rt60 1.5s', 'distance 43m']"
mkw3jsm01s200_set200096,"['rt60 1.2s', 'distance 40m']"
mcn2ojp00s049_set049004,"['rt60 0.9s', 'distance 44m']"
mss3kah00s160_set160072,"['rt60 0.66s', 'distance 37m']"
fkn2sjs01s123_set123058,"['rt60 1.47s', 'distance 47m']"
mjn2shr00s114_set114015,"['rt60 1.46s', 'distance 45m']"
mjn3shs00s167_set167026,"['rt60 1.04s', 'distance 45m']"
mss3kjs05s147_set147020,"['rt60 1.25s', 'distance 41m']"
fss1bjk00s021_set021101,"['rt60 0.87s', 'distance 53m']"
mjn3lbj01s152_set152010,"['rt60 0.72s', 'distance 47m']"
mcn2hsh02s057_set057029,"['rt60 1.59s', 'distance 46m']"
mjn1jst00s189_set189034,"['rt60 1.44s', 'distance 43m']"
mcn4keg00s188_set188013,"['rt60 1.0s', 'distance 33m']"
mkn3kjh03s161_set161053,"['rt60 0.62s', 'distance 41m']"
fjn2kel00s130_set130013,"['rt60 1.0s', 'distance 39m']"
fss2kjs01s037_set037023,"['rt60 1.26s', 'distance 40m']"
mss1kkm01s129_set129043,"['rt60 1.72s', 'distance 35m']"
fjb4cbs00s173_set173087,"['rt60 1.74s', 'distance 35m']"
fcb2kej01s109_set109103,"['rt60 0.61s', 'distance 35m']"
fkn4ceh00s189_set189064,"['rt60 1.71s', 'distance 50m']"
mss3cgh00s164_set164093,"['rt60 0.76s', 'distance 39m']"
mcn2sdw00s175_set175036,"['rt60 0.6s', 'distance 37m']"
fcn3pej00s139_set139033,"['rt60 1.19s', 'distance 50m']"
fss1kej00s068_set068088,"['rt60 1.64s', 'distance 46m']"
fss2emh00s126_set126007,"['rt60 1.11s', 'distance 43m']"
fjb3kmy00s074_set074059,"['rt60 1.69s', 'distance 47m']"
mkw2kjh01s054_set054054,"['rt60 0.72s', 'distance 50m']"
mcn3jkh02s120_set120076,"['rt60 1.03s', 'distance 42m']"
fss2kjs00s032_set032105,"['rt60 0.93s', 'distance 36m']"
mkn2ase00s096_set096016,"['rt60 0.88s', 'distance 40m']"
fjb3kmy00s074_set074007,"['rt60 1.26s', 'distance 42m']"
mjn3phs02s047_set047081,"['rt60 1.34s', 'distance 43m']"
fcn3lmk00s131_set131039,"['rt60 1.14s', 'distance 48m']"
fkn3pka00s073_set073042,"['rt60 0.78s', 'distance 42m']"
fss2pkh00s094_set094077,"['rt60 1.78s', 'distance 36m']"
fjn3kir00s014_set014082,"['rt60 1.24s', 'distance 42m']"
fcb3kks00s158_set158047,"['rt60 1.39s', 'distance 44m']"
fkb2lsj00s112_set112062,"['rt60 1.08s', 'distance 57m']"
fkw2jyj00s108_set108026,"['rt60 1.09s', 'distance 37m']"
fkn2kkw00s132_set132004,"['rt60 1.72s', 'distance 36m']"
fss1jsk00s092_set092079,"['rt60 1.49s', 'distance 58m']"
mjn4ahs00s145_set145035,"['rt60 0.91s', 'distance 57m']"
mjn3kbs00s169_set169090,"['rt60 0.92s', 'distance 45m']"
fkw3kcs00s198_set198102,"['rt60 1.24s', 'distance 42m']"
mss2bjh00s001_set001098,"['rt60 1.34s', 'distance 53m']"
mkn4jmc00s166_set166058,"['rt60 0.84s', 'distance 40m']"
mjn1chs00s198_set198025,"['rt60 0.88s', 'distance 45m']"
fss3lmr00s006_set006097,"['rt60 1.45s', 'distance 52m']"
fjn3pbk00s135_set135075,"['rt60 1.29s', 'distance 51m']"
mkn4jmc00s166_set166084,"['rt60 0.89s', 'distance 48m']"
fss3yje00s001_set001077,"['rt60 1.63s', 'distance 38m']"
fkb4keh00s031_set031034,"['rt60 1.33s', 'distance 49m']"
mjn4ahs00s145_set145103,"['rt60 0.87s', 'distance 38m']"
fcn3ljs00s081_set081027,"['rt60 1.06s', 'distance 43m']"
fkn3hej00s104_set104043,"['rt60 0.64s', 'distance 52m']"
fkn3lni00s182_set182101,"['rt60 1.4s', 'distance 49m']"
fkn4cks00s034_set034018,"['rt60 1.28s', 'distance 37m']"
mjn3pyh01s157_set157103,"['rt60 1.53s', 'distance 34m']"
fss1bjk00s021_set021079,"['rt60 1.47s', 'distance 39m']"
fjb1sjh00s103_set103077,"['rt60 1.54s', 'distance 42m']"
mkn2ksh06s154_set154100,"['rt60 1.71s', 'distance 41m']"
mkn3njm00s133_set133020,"['rt60 0.57s', 'distance 39m']"
fjb3pka01s147_set147003,"['rt60 1.48s', 'distance 49m']"
fcn3hys00s093_set093018,"['rt60 1.72s', 'distance 43m']"
mss3kjp00s094_set094019,"['rt60 0.91s', 'distance 46m']"
fss2cyh00s056_set056034,"['rt60 1.39s', 'distance 37m']"
fcn2les00s079_set079045,"['rt60 1.0s', 'distance 40m']"
mcn3jsg00s178_set178091,"['rt60 0.8s', 'distance 51m']"
fkw2khj02s122_set122104,"['rt60 1.4s', 'distance 42m']"
mjn3kjg00s092_set092035,"['rt60 1.24s', 'distance 35m']"
mkn2kkm00s004_set004067,"['rt60 0.6s', 'distance 34m']"
fcn3lms00s110_set110074,"['rt60 1.28s', 'distance 54m']"
fss2kwi00s026_set026082,"['rt60 1.24s', 'distance 39m']"
